EVALUACION_ID,ZONA_ID,ZONA_NOMBRE,REGION,PROVINCIA,DISTRITO,LATITUD,LONGITUD,ALTITUD_MSNM,SUPERFICIE_HA,TIPO_YACIMIENTO,MINERAL_PRINCIPAL,CONCESION_ID,ESTADO_CONCESION,EMPRESA_OPERADORA,ACCESIBILIDAD_SCORE,DISPONIBILIDAD_AGUA_SCORE,DISTANCIA_VIA_PRINCIPAL_KM,DISTANCIA_PLANTA_KM,FASE_EXPLORACION,ANIO,TRIMESTRE,MES,FECHA_EVALUACION,EVALUADOR,METODO_EVALUACION,SISMICIDAD_INDICE,DISTANCIA_FALLA_GEOLOGICA_KM,ESTABILIDAD_TALUD_SCORE,PENDIENTE_PROMEDIO_PCT,NIVEL_FREATICO_M,CAUDAL_INFILTRACION_LPS,POTENCIAL_DRENAJE_ACIDO_PH,EVENTOS_GEOLOGICOS_12M,DISTANCIA_AREA_PROTEGIDA_KM,DISTANCIA_CUERPO_AGUA_KM,INDICE_ESTRES_HIDRICO,COBERTURA_VEGETAL_PCT,CALIDAD_AIRE_PM10_UGM3,PASIVOS_AMBIENTALES_NUM,ESPECIES_SENSIBLES_NUM,CONSUMO_AGUA_M3_MES,HUELLA_CARBONO_TCO2E_MES,COMUNIDADES_INFLUENCIA_NUM,POBLACION_INFLUENCIA,DISTANCIA_COMUNIDAD_KM,CONFLICTOS_REGISTRADOS_12M,DIAS_PARALIZACION_12M,INDICE_ACEPTACION_SOCIAL,CONVENIOS_VIGENTES_NUM,EMPLEO_LOCAL_PCT,IDH_DISTRITAL,POBREZA_DISTRITAL_PCT,QUEJAS_REGISTRADAS_12M,COSTO_MITIGACION_EJECUTADO_USD,ACCIONES_MITIGACION_NUM,ESTADO_REVISION,REVISOR_ASIGNADO,DECISION_ESPECIALISTA,FECHA_DECISION,COMENTARIO_REVISION,MONEDA
EVR-004731,Z0058,Zona Julcani I,Huancavelica,Tayacaja,Angaraes Grande,-12.51977,-74.53485,4286,1811.4,Veta Mesotermal,Plomo,CON-386025,Vigente,Geominera del Sur SAC,1.54,5.0,50.3,144.5,Exploracion Inicial,2024,Q4,2024-11,2024-11-18,R. Salazar,Inspeccion de campo,4.57,35.79,3.5,38.2,46.4,20.66,7.14,3,33.21,12.39,0.297,41.0,124.1,6,1,25802.8,1334.6,7,24000,10.46,2,22,0.115,2,5.0,0.352,38.0,28,749188.47,7,Aprobada,P. Huaman,Continuar exploracion,2024-12-04,Requiere actualizar el estudio hidrogeologico antes de continuar,USD
EVR-004732,Z0058,Zona Julcani I,Huancavelica,Tayacaja,Angaraes Grande,-12.51977,-74.53485,4286,1811.4,Veta Mesotermal,Plomo,CON-386025,Vigente,Geominera del Sur SAC,1.54,5.0,50.3,144.5,Prospeccion,2024,Q4,2024-12,2024-12-27,M. Rojas,Matriz multicriterio,4.62,35.79,3.31,38.2,25.9,17.99,5.63,0,33.21,12.39,0.768,47.2,123.3,5,1,12348.9,1215.1,7,24000,10.46,7,32,0.091,0,37.2,0.352,38.0,34,625487.15,9,En revision,A. Quispe,,,,USD
EVR-004733,Z0058,Zona Julcani I,Huancavelica,Tayacaja,Angaraes Grande,-12.51977,-74.53485,4286,1811.4,Veta Mesotermal,Plomo,CON-386025,Vigente,Geominera del Sur SAC,1.54,5.0,50.3,144.5,Exploracion Avanzada,2025,Q1,2025-01,2025-01-27,D. Vargas,Analisis documental,5.03,35.79,2.2,38.2,44.7,18.84,6.33,3,33.21,12.39,0.584,46.5,161.1,8,1,23536.0,1376.1,7,24000,10.46,9,32,0.366,3,11.3,0.352,38.0,34,846946.93,6,Pendiente,N. Bustamante,,,,USD
EVR-004734,Z0058,Zona Julcani I,Huancavelica,Tayacaja,Angaraes Grande,-12.51977,-74.53485,4286,1811.4,Veta Mesotermal,Plomo,CON-386025,Vigente,Geominera del Sur SAC,1.54,5.0,50.3,144.5,Exploracion Avanzada,2025,Q1,2025-02,2025-02-13,J. Mendoza,Panel de expertos,4.48,35.79,3.35,38.2,42.6,25.27,5.86,1,33.21,12.39,0.615,34.5,112.0,4,1,22927.0,1758.9,7,24000,10.46,6,41,0.199,0,22.9,0.352,38.0,34,693990.06,11,Revisada,P. Huaman,Continuar con monitoreo,2025-03-05,Requiere actualizar el estudio hidrogeologico antes de continuar,USD
EVR-004735,Z0058,Zona Julcani I,Huancavelica,Tayacaja,Angaraes Grande,-12.51977,-74.53485,4286,1811.4,Veta Mesotermal,Plomo,CON-386025,Vigente,Geominera del Sur SAC,1.54,5.0,50.3,144.5,Exploracion Inicial,2025,Q1,2025-03,2025-03-01,S. Ccahuana,Analisis documental,3.64,35.79,2.75,38.2,50.6,20.65,7.06,0,33.21,12.39,0.465,40.3,150.8,8,1,23745.4,1238.8,7,24000,10.46,9,35,0.217,3,10.2,0.352,38.0,27,738277.87,8,Pendiente,A. Quispe,,,,USD
EVR-004736,Z0058,Zona Julcani I,Huancavelica,Tayacaja,Angaraes Grande,-12.51977,-74.53485,4286,1811.4,Veta Mesotermal,Plomo,CON-386025,Vigente,Geominera del Sur SAC,1.54,5.0,50.3,144.5,Exploracion Avanzada,2025,Q2,2025-04,2025-04-25,D. Vargas,Inspeccion de campo,4.53,35.79,3.56,38.2,78.5,16.0,6.04,3,33.21,12.39,0.324,53.1,94.6,4,1,20790.1,1304.6,7,24000,10.46,9,36,0.1,0,14.3,0.352,38.0,34,806016.56,5,Pendiente,L. Chavez,,,,USD
EVR-004737,Z0058,Zona Julcani I,Huancavelica,Tayacaja,Angaraes Grande,-12.51977,-74.53485,4286,1811.4,Veta Mesotermal,Plomo,CON-386025,Vigente,Geominera del Sur SAC,1.54,5.0,50.3,144.5,Exploracion Avanzada,2025,Q2,2025-05,2025-05-10,J. Mendoza,Modelo estadistico,5.5,35.79,3.42,38.2,52.3,41.43,6.82,3,33.21,12.39,0.716,46.5,53.6,8,1,29360.1,999.5,7,24000,10.46,9,43,0.05,1,5.0,0.352,38.0,34,655895.2,2,Rechazada,P. Huaman,Suspender actividades,2025-05-18,Sin observaciones relevantes en el periodo evaluado,USD
EVR-004738,Z0058,Zona Julcani I,Huancavelica,Tayacaja,Angaraes Grande,-12.51977,-74.53485,4286,1811.4,Veta Mesotermal,Plomo,CON-386025,Vigente,Geominera del Sur SAC,1.54,5.0,50.3,144.5,Evaluacion Economica,2025,Q2,2025-06,2025-06-18,A. Quispe,Modelo estadistico,2.87,35.79,2.59,38.2,57.6,19.23,4.72,3,33.21,12.39,0.726,13.9,100.7,8,1,23783.8,1915.6,7,24000,10.46,7,34,0.205,2,5.0,0.352,38.0,32,665953.75,5,Aprobada,L. Chavez,Continuar exploracion,2025-07-10,Sin observaciones relevantes en el periodo evaluado,USD
EVR-004739,Z0058,Zona Julcani I,Huancavelica,Tayacaja,Angaraes Grande,-12.51977,-74.53485,4286,1811.4,Veta Mesotermal,Plomo,CON-386025,Vigente,Geominera del Sur SAC,1.54,5.0,50.3,144.5,Exploracion Inicial,2025,Q3,2025-07,2025-07-02,S. Ccahuana,Modelo estadistico,5.17,35.79,3.9,38.2,65.8,14.73,5.81,3,33.21,12.39,0.625,60.8,93.2,6,1,37945.4,2023.5,7,24000,10.46,9,26,0.135,0,5.0,0.352,38.0,34,923695.86,10,Pendiente,A. Quispe,,,,USD
EVR-004740,Z0058,Zona Julcani I,Huancavelica,Tayacaja,Angaraes Grande,-12.51977,-74.53485,4286,1811.4,Veta Mesotermal,Plomo,CON-386025,Vigente,Geominera del Sur SAC,1.54,5.0,50.3,144.5,Prospeccion,2025,Q3,2025-08,2025-08-18,D. Vargas,Inspeccion de campo,5.63,35.79,3.13,38.2,66.1,19.25,6.72,3,33.21,12.39,0.365,30.6,75.8,8,1,23058.6,1652.8,7,24000,10.46,9,42,0.05,1,5.0,0.352,38.0,31,773602.19,8,Observada,M. Rojas,Continuar con condiciones,2025-08-29,Aprobado condicionado a plan de manejo de aguas acidas,USD
EVR-004741,Z0058,Zona Julcani I,Huancavelica,Tayacaja,Angaraes Grande,-12.51977,-74.53485,4286,1811.4,Veta Mesotermal,Plomo,CON-386025,Vigente,Geominera del Sur SAC,1.54,5.0,50.3,144.5,Prospeccion,2025,Q3,2025-09,2025-09-01,A. Quispe,Matriz multicriterio,4.35,35.79,2.55,38.2,32.2,29.0,8.16,2,33.21,12.39,0.316,54.7,111.5,6,1,38046.7,1153.8,7,24000,10.46,6,34,0.05,2,5.0,0.352,38.0,31,546713.19,5,En revision,S. Ccahuana,,,,USD
EVR-004742,Z0058,Zona Julcani I,Huancavelica,Tayacaja,Angaraes Grande,-12.51977,-74.53485,4286,1811.4,Veta Mesotermal,Plomo,CON-386025,Vigente,Geominera del Sur SAC,1.54,5.0,50.3,144.5,Exploracion Avanzada,2025,Q4,2025-10,2025-10-08,R. Salazar,Matriz multicriterio,5.39,35.79,2.34,38.2,58.5,22.21,6.08,2,33.21,12.39,0.505,61.7,120.6,9,1,12727.2,1058.1,7,24000,10.46,9,24,0.059,2,12.5,0.352,38.0,33,702091.7,4,Observada,P. Huaman,Continuar con condiciones,2025-10-14,Riesgo aceptable con monitoreo trimestral,USD
EVR-004743,Z0058,Zona Julcani I,Huancavelica,Tayacaja,Angaraes Grande,-12.51977,-74.53485,4286,1811.4,Veta Mesotermal,Plomo,CON-386025,Vigente,Geominera del Sur SAC,1.54,5.0,50.3,144.5,Prospeccion,2025,Q4,2025-11,2025-11-05,D. Vargas,Matriz multicriterio,3.22,35.79,3.54,38.2,48.7,14.97,5.96,3,33.21,12.39,0.153,46.8,83.9,3,1,27353.3,797.0,7,24000,10.46,9,33,0.105,0,6.7,0.352,38.0,17,961263.4,10,Revisada,L. Chavez,Continuar con monitoreo,2025-11-18,Riesgo aceptable con monitoreo trimestral,USD
EVR-004744,Z0058,Zona Julcani I,Huancavelica,Tayacaja,Angaraes Grande,-12.51977,-74.53485,4286,1811.4,Veta Mesotermal,Plomo,CON-386025,Vigente,Geominera del Sur SAC,1.54,5.0,50.3,144.5,Exploracion Avanzada,2025,Q4,2025-12,2025-12-26,R. Salazar,Panel de expertos,4.09,35.79,3.65,38.2,51.7,21.08,5.78,2,33.21,12.39,0.359,37.1,101.5,12,1,12087.6,1621.0,7,24000,10.46,8,40,0.05,0,6.1,0.352,38.0,34,749930.23,8,Pendiente,M. Rojas,,,,USD
EVR-004745,Z0058,Zona Julcani I,Huancavelica,Tayacaja,Angaraes Grande,-12.51977,-74.53485,4286,1811.4,Veta Mesotermal,Plomo,CON-386025,Vigente,Geominera del Sur SAC,1.54,5.0,50.3,144.5,Prospeccion,2026,Q1,2026-01,2026-01-16,J. Mendoza,Inspeccion de campo,5.73,35.79,3.44,38.2,41.3,0.77,7.43,1,33.21,12.39,0.788,24.8,89.0,9,1,32293.5,1094.8,7,24000,10.46,8,23,0.05,0,28.8,0.352,38.0,34,700957.19,10,Revisada,S. Ccahuana,Continuar con monitoreo,2026-02-06,Verificar vigencia de convenios con la comunidad,USD
EVR-004746,Z0058,Zona Julcani I,Huancavelica,Tayacaja,Angaraes Grande,-12.51977,-74.53485,4286,1811.4,Veta Mesotermal,Plomo,CON-386025,Vigente,Geominera del Sur SAC,1.54,5.0,50.3,144.5,Evaluacion Economica,2026,Q1,2026-03,2026-03-24,N. Bustamante,Panel de expertos,5.98,35.79,2.42,38.2,67.0,33.14,5.15,0,33.21,12.39,0.58,28.1,166.6,7,1,25225.0,996.3,7,24000,10.46,9,18,0.157,2,9.5,0.352,38.0,34,908504.17,5,En revision,N. Bustamante,,,,USD
EVR-004747,Z0058,Zona Julcani I,Huancavelica,Tayacaja,Angaraes Grande,-12.51977,-74.53485,4286,1811.4,Veta Mesotermal,Plomo,CON-386025,Vigente,Geominera del Sur SAC,1.54,5.0,50.3,144.5,Exploracion Avanzada,2026,Q2,2026-04,2026-04-17,R. Salazar,Panel de expertos,4.17,35.79,3.34,38.2,54.0,25.18,6.93,4,33.21,12.39,0.419,38.2,155.5,4,1,23449.1,1432.2,7,24000,10.46,9,45,0.05,0,28.3,0.352,38.0,31,861870.67,6,Pendiente,M. Rojas,,,,USD
EVR-004748,Z0058,Zona Julcani I,Huancavelica,Tayacaja,Angaraes Grande,-12.51977,-74.53485,4286,1811.4,Veta Mesotermal,Plomo,CON-386025,Vigente,Geominera del Sur SAC,1.54,5.0,50.3,144.5,Exploracion Avanzada,2026,Q2,2026-05,2026-05-28,S. Ccahuana,Matriz multicriterio,5.85,35.79,2.11,38.2,48.6,10.45,5.77,4,33.21,12.39,0.379,21.2,83.5,4,1,8931.9,1679.0,7,24000,10.46,9,26,0.05,0,5.0,0.352,38.0,34,541799.79,8,Aprobada,N. Bustamante,Continuar exploracion,2026-06-01,Pendiente levantamiento de pasivos ambientales identificados,USD
EVR-004749,Z0058,Zona Julcani I,Huancavelica,Tayacaja,Angaraes Grande,-12.51977,-74.53485,4286,1811.4,Veta Mesotermal,Plomo,CON-386025,Vigente,Geominera del Sur SAC,1.54,5.0,50.3,144.5,Exploracion Avanzada,2026,Q3,2026-08,2026-08-15,P. Huaman,Matriz multicriterio,2.81,35.79,3.85,38.2,30.2,7.83,5.66,1,33.21,12.39,0.469,15.4,104.7,6,1,16829.2,1551.3,7,24000,10.46,9,27,0.05,1,5.0,0.352,38.0,30,716245.51,11,Rechazada,R. Salazar,Suspender actividades,2026-08-18,Se recomienda taller informativo con la comunidad de influencia directa,USD
EVR-004750,Z0058,Zona Julcani I,Huancavelica,Tayacaja,Angaraes Grande,-12.51977,-74.53485,4286,1811.4,Veta Mesotermal,Plomo,CON-386025,Vigente,Geominera del Sur SAC,1.54,5.0,50.3,144.5,Prospeccion,2026,Q3,2026-09,2026-09-12,C. Ticona,Panel de expertos,4.17,35.79,3.76,38.2,50.3,21.79,4.7,3,33.21,12.39,0.565,52.6,71.7,7,1,25215.4,1784.5,7,24000,10.46,9,25,0.05,0,5.0,0.352,38.0,34,709559.7,6,Observada,S. Ccahuana,Continuar con condiciones,2026-09-30,Requiere actualizar el estudio hidrogeologico antes de continuar,USD
EVR-004751,Z0059,Zona El Galeno Oeste,Huanuco,Dos de Mayo,Dos de Mayo Grande,-10.2931,-76.65032,3081,1440.6,Placer Aluvial,Zinc,CON-167000,Por renovar,Sierra Mineral SAC,4.93,3.11,2.5,13.6,Prospeccion,2019,Q1,2019-01,2019-01-05,A. Quispe,Matriz multicriterio,4.1,35.54,2.02,33.6,59.4,15.37,5.43,3,40.51,9.34,0.727,18.3,132.7,4,6,14542.8,1404.7,0,120,25.12,4,7,0.642,6,72.0,0.551,14.6,19,454876.36,5,Aprobada,C. Ticona,Continuar exploracion,2019-01-17,Se recomienda taller informativo con la comunidad de influencia directa,USD
EVR-004752,Z0059,Zona El Galeno Oeste,Huanuco,Dos de Mayo,Dos de Mayo Grande,-10.2931,-76.65032,3081,1440.6,Placer Aluvial,Zinc,CON-167000,Por renovar,Sierra Mineral SAC,4.93,3.11,2.5,13.6,Exploracion Inicial,2019,Q1,2019-02,2019-02-25,N. Bustamante,Modelo estadistico,3.15,35.54,4.0,33.6,34.5,27.04,5.16,3,40.51,9.34,0.431,31.2,66.6,6,6,14067.2,1706.3,0,120,25.12,2,0,0.637,5,58.2,0.551,14.6,22,475641.0,5,Revisada,L. Chavez,Continuar con monitoreo,2019-03-11,Aprobado condicionado a plan de manejo de aguas acidas,USD
EVR-004753,Z0059,Zona El Galeno Oeste,Huanuco,Dos de Mayo,Dos de Mayo Grande,-10.2931,-76.65032,3081,1440.6,Placer Aluvial,Zinc,CON-167000,Por renovar,Sierra Mineral SAC,4.93,3.11,2.5,13.6,Evaluacion Economica,2019,Q2,2019-04,2019-04-08,M. Rojas,Panel de expertos,1.87,35.54,4.19,33.6,50.3,11.16,5.99,5,40.51,9.34,0.643,44.3,106.2,8,6,12731.4,1343.1,0,120,25.12,2,7,0.71,4,60.8,0.551,14.6,17,256879.4,5,Observada,D. Vargas,Continuar con condiciones,2019-04-12,Riesgo aceptable con monitoreo trimestral,USD
EVR-004754,Z0059,Zona El Galeno Oeste,Huanuco,Dos de Mayo,Dos de Mayo Grande,-10.2931,-76.65032,3081,1440.6,Placer Aluvial,Zinc,CON-167000,Por renovar,Sierra Mineral SAC,4.93,3.11,2.5,13.6,Exploracion Inicial,2019,Q2,2019-05,2019-05-25,D. Vargas,Panel de expertos,3.1,35.54,3.26,33.6,51.2,31.76,6.97,1,40.51,9.34,0.629,58.8,84.3,9,6,30381.5,1602.9,0,120,25.12,4,7,0.632,6,55.7,0.551,14.6,16,355407.83,3,Revisada,C. Ticona,Continuar con monitoreo,2019-06-07,Verificar vigencia de convenios con la comunidad,USD
EVR-004755,Z0059,Zona El Galeno Oeste,Huanuco,Dos de Mayo,Dos de Mayo Grande,-10.2931,-76.65032,3081,1440.6,Placer Aluvial,Zinc,CON-167000,Por renovar,Sierra Mineral SAC,4.93,3.11,2.5,13.6,Prospeccion,2019,Q2,2019-06,2019-06-03,A. Quispe,Inspeccion de campo,3.47,35.54,3.39,33.6,63.4,4.25,6.16,2,40.51,9.34,0.335,44.5,103.7,3,6,15005.6,1154.5,0,120,25.12,6,6,0.557,6,48.4,0.551,14.6,0,520355.22,0,En revision,A. Quispe,,,,USD
EVR-004756,Z0059,Zona El Galeno Oeste,Huanuco,Dos de Mayo,Dos de Mayo Grande,-10.2931,-76.65032,3081,1440.6,Placer Aluvial,Zinc,CON-167000,Por renovar,Sierra Mineral SAC,4.93,3.11,2.5,13.6,Prospeccion,2019,Q3,2019-07,2019-07-05,M. Rojas,Inspeccion de campo,4.64,35.54,2.18,33.6,47.1,18.31,5.39,1,40.51,9.34,0.534,55.9,23.2,11,6,20691.1,782.4,0,120,25.12,5,7,0.97,4,53.5,0.551,14.6,8,592970.5,3,Revisada,C. Ticona,Continuar con monitoreo,2019-07-09,Sin observaciones relevantes en el periodo evaluado,USD
EVR-004757,Z0059,Zona El Galeno Oeste,Huanuco,Dos de Mayo,Dos de Mayo Grande,-10.2931,-76.65032,3081,1440.6,Placer Aluvial,Zinc,CON-167000,Por renovar,Sierra Mineral SAC,4.93,3.11,2.5,13.6,Exploracion Inicial,2019,Q3,2019-08,2019-08-17,M. Rojas,Modelo estadistico,4.82,35.54,3.48,33.6,63.0,17.12,5.86,4,40.51,9.34,0.416,43.1,121.7,7,6,23900.2,1072.9,0,120,25.12,2,20,0.499,4,48.6,0.551,14.6,7,407487.74,1,Aprobada,A. Quispe,Continuar exploracion,2019-09-08,Actualizar linea base de calidad de aire,USD
EVR-004758,Z0059,Zona El Galeno Oeste,Huanuco,Dos de Mayo,Dos de Mayo Grande,-10.2931,-76.65032,3081,1440.6,Placer Aluvial,Zinc,CON-167000,Por renovar,Sierra Mineral SAC,4.93,3.11,2.5,13.6,Exploracion Inicial,2019,Q3,2019-09,2019-09-28,N. Bustamante,Analisis documental,4.46,35.54,3.26,33.6,51.3,15.51,6.87,4,40.51,9.34,0.24,30.7,136.0,12,6,34247.5,1279.7,0,120,25.12,1,0,0.585,6,44.8,0.551,14.6,2,10544.91,5,Observada,D. Vargas,Continuar con condiciones,2019-10-18,Escalar a comite por conflictividad social creciente,USD
EVR-004759,Z0059,Zona El Galeno Oeste,Huanuco,Dos de Mayo,Dos de Mayo Grande,-10.2931,-76.65032,3081,1440.6,Placer Aluvial,Zinc,CON-167000,Por renovar,Sierra Mineral SAC,4.93,3.11,2.5,13.6,Evaluacion Economica,2019,Q4,2019-10,2019-10-20,M. Rojas,Panel de expertos,4.38,35.54,3.22,33.6,70.7,16.49,4.97,2,40.51,9.34,0.697,31.9,140.4,7,6,15514.0,1735.2,0,120,25.12,5,0,0.777,5,56.1,0.551,14.6,12,589697.61,3,Pendiente,L. Chavez,,,,USD
EVR-004760,Z0059,Zona El Galeno Oeste,Huanuco,Dos de Mayo,Dos de Mayo Grande,-10.2931,-76.65032,3081,1440.6,Placer Aluvial,Zinc,CON-167000,Por renovar,Sierra Mineral SAC,4.93,3.11,2.5,13.6,Evaluacion Economica,2019,Q4,2019-11,2019-11-23,P. Huaman,Inspeccion de campo,5.57,35.54,2.6,33.6,72.4,23.03,5.19,4,40.51,9.34,0.587,32.9,156.8,10,6,16151.3,1341.2,0,120,25.12,4,15,0.76,5,63.2,0.551,14.6,2,199521.18,6,Observada,N. Bustamante,Continuar con condiciones,2019-12-05,Requiere actualizar el estudio hidrogeologico antes de continuar,USD
EVR-004761,Z0059,Zona El Galeno Oeste,Huanuco,Dos de Mayo,Dos de Mayo Grande,-10.2931,-76.65032,3081,1440.6,Placer Aluvial,Zinc,CON-167000,Por renovar,Sierra Mineral SAC,4.93,3.11,2.5,13.6,Exploracion Inicial,2019,Q4,2019-12,2019-12-09,N. Bustamante,Modelo estadistico,2.47,35.54,4.71,33.6,48.3,17.79,6.46,2,40.51,9.34,0.473,34.1,94.1,11,6,21619.4,1181.0,0,120,25.12,3,24,0.955,6,13.3,0.551,14.6,2,735062.07,8,Revisada,C. Ticona,Continuar con monitoreo,2019-12-12,Observado por cercania a area natural protegida,USD
EVR-004762,Z0059,Zona El Galeno Oeste,Huanuco,Dos de Mayo,Dos de Mayo Grande,-10.2931,-76.65032,3081,1440.6,Placer Aluvial,Zinc,CON-167000,Por renovar,Sierra Mineral SAC,4.93,3.11,2.5,13.6,Exploracion Avanzada,2020,Q1,2020-01,2020-01-15,N. Bustamante,Analisis documental,2.77,35.54,2.87,33.6,38.0,15.99,7.3,1,40.51,9.34,0.599,45.7,89.5,11,6,35855.3,950.8,0,120,25.12,1,0,0.902,3,48.5,0.551,14.6,26,387968.59,4,Aprobada,A. Quispe,Continuar exploracion,2020-02-08,Aprobado condicionado a plan de manejo de aguas acidas,USD
EVR-004763,Z0059,Zona El Galeno Oeste,Huanuco,Dos de Mayo,Dos de Mayo Grande,-10.2931,-76.65032,3081,1440.6,Placer Aluvial,Zinc,CON-167000,Por renovar,Sierra Mineral SAC,4.93,3.11,2.5,13.6,Exploracion Avanzada,2020,Q1,2020-02,2020-02-14,L. Chavez,Panel de expertos,2.57,35.54,3.41,33.6,63.7,19.87,6.07,2,40.51,9.34,0.557,66.3,69.7,11,6,15049.0,1597.2,0,120,25.12,0,8,0.804,5,56.4,0.551,14.6,9,791075.03,3,En revision,M. Rojas,,,,USD
EVR-004764,Z0059,Zona El Galeno Oeste,Huanuco,Dos de Mayo,Dos de Mayo Grande,-10.2931,-76.65032,3081,1440.6,Placer Aluvial,Zinc,CON-167000,Por renovar,Sierra Mineral SAC,4.93,3.11,2.5,13.6,Exploracion Inicial,2020,Q1,2020-03,2020-03-11,M. Rojas,Panel de expertos,4.33,35.54,2.75,33.6,64.5,25.46,5.59,2,40.51,9.34,0.668,64.8,118.3,8,6,20393.9,1352.0,0,120,25.12,1,17,0.878,7,65.1,0.551,14.6,16,425361.45,7,Pendiente,L. Chavez,,,,USD
EVR-004765,Z0059,Zona El Galeno Oeste,Huanuco,Dos de Mayo,Dos de Mayo Grande,-10.2931,-76.65032,3081,1440.6,Placer Aluvial,Zinc,CON-167000,Por renovar,Sierra Mineral SAC,4.93,3.11,2.5,13.6,Evaluacion Economica,2020,Q2,2020-04,2020-04-11,R. Salazar,Matriz multicriterio,4.53,35.54,3.24,33.6,44.3,19.04,6.92,3,40.51,9.34,0.341,42.6,69.6,7,6,9427.1,1879.3,0,120,25.12,1,14,0.604,7,67.2,0.551,14.6,8,509586.21,6,Observada,D. Vargas,Continuar con condiciones,2020-04-22,Actualizar linea base de calidad de aire,USD
EVR-004766,Z0059,Zona El Galeno Oeste,Huanuco,Dos de Mayo,Dos de Mayo Grande,-10.2931,-76.65032,3081,1440.6,Placer Aluvial,Zinc,CON-167000,Por renovar,Sierra Mineral SAC,4.93,3.11,2.5,13.6,Prospeccion,2020,Q2,2020-05,2020-05-18,C. Ticona,Matriz multicriterio,5.65,35.54,3.37,33.6,75.0,23.47,5.9,4,40.51,9.34,0.606,51.7,65.2,8,6,25823.9,1813.3,0,120,25.12,2,6,0.827,7,72.0,0.551,14.6,14,500433.58,1,Observada,A. Quispe,Continuar con condiciones,2020-06-03,Verificar vigencia de convenios con la comunidad,USD
EVR-004767,Z0059,Zona El Galeno Oeste,Huanuco,Dos de Mayo,Dos de Mayo Grande,-10.2931,-76.65032,3081,1440.6,Placer Aluvial,Zinc,CON-167000,Por renovar,Sierra Mineral SAC,4.93,3.11,2.5,13.6,Exploracion Inicial,2020,Q3,2020-07,2020-07-24,M. Rojas,Analisis documental,5.42,35.54,4.39,33.6,64.8,18.6,5.14,1,40.51,9.34,0.254,67.2,82.2,5,6,22128.4,1978.3,0,120,25.12,3,15,0.702,4,44.4,0.551,14.6,13,73024.04,4,Rechazada,C. Ticona,Suspender actividades,2020-08-15,Pendiente levantamiento de pasivos ambientales identificados,USD
EVR-004768,Z0059,Zona El Galeno Oeste,Huanuco,Dos de Mayo,Dos de Mayo Grande,-10.2931,-76.65032,3081,1440.6,Placer Aluvial,Zinc,CON-167000,Por renovar,Sierra Mineral SAC,4.93,3.11,2.5,13.6,Exploracion Avanzada,2020,Q3,2020-09,2020-09-03,S. Ccahuana,Panel de expertos,6.37,35.54,4.07,33.6,50.3,2.57,4.51,4,40.51,9.34,0.403,69.2,95.3,8,6,17900.2,1332.3,0,120,25.12,3,3,0.82,6,44.2,0.551,14.6,20,409796.16,6,Observada,M. Rojas,Continuar con condiciones,2020-09-21,Verificar vigencia de convenios con la comunidad,USD
EVR-004769,Z0059,Zona El Galeno Oeste,Huanuco,Dos de Mayo,Dos de Mayo Grande,-10.2931,-76.65032,3081,1440.6,Placer Aluvial,Zinc,CON-167000,Por renovar,Sierra Mineral SAC,4.93,3.11,2.5,13.6,Exploracion Inicial,2020,Q4,2020-10,2020-10-09,R. Salazar,Modelo estadistico,2.98,35.54,3.09,33.6,64.0,11.73,7.34,3,40.51,9.34,0.372,44.3,49.9,12,6,26161.0,1509.9,0,120,25.12,4,3,0.829,4,69.5,0.551,14.6,8,465002.93,8,En revision,M. Rojas,,,,USD
EVR-004770,Z0059,Zona El Galeno Oeste,Huanuco,Dos de Mayo,Dos de Mayo Grande,-10.2931,-76.65032,3081,1440.6,Placer Aluvial,Zinc,CON-167000,Por renovar,Sierra Mineral SAC,4.93,3.11,2.5,13.6,Exploracion Avanzada,2020,Q4,2020-11,2020-11-25,R. Salazar,Inspeccion de campo,4.92,35.54,3.43,33.6,79.2,38.57,6.58,2,40.51,9.34,0.375,37.2,79.7,9,6,20103.9,879.2,0,120,25.12,1,10,0.663,3,62.9,0.551,14.6,14,199974.03,1,Rechazada,L. Chavez,Suspender actividades,2020-12-04,Aprobado condicionado a plan de manejo de aguas acidas,USD
EVR-004771,Z0059,Zona El Galeno Oeste,Huanuco,Dos de Mayo,Dos de Mayo Grande,-10.2931,-76.65032,3081,1440.6,Placer Aluvial,Zinc,CON-167000,Por renovar,Sierra Mineral SAC,4.93,3.11,2.5,13.6,Prospeccion,2020,Q4,2020-12,2020-12-25,M. Rojas,Inspeccion de campo,3.67,35.54,3.28,33.6,67.1,12.26,4.75,3,40.51,9.34,0.34,34.2,129.8,10,6,13589.2,2378.9,0,120,25.12,1,15,0.761,5,55.7,0.551,14.6,4,611758.08,5,Pendiente,N. Bustamante,,,,USD
EVR-004772,Z0059,Zona El Galeno Oeste,Huanuco,Dos de Mayo,Dos de Mayo Grande,-10.2931,-76.65032,3081,1440.6,Placer Aluvial,Zinc,CON-167000,Por renovar,Sierra Mineral SAC,4.93,3.11,2.5,13.6,Exploracion Inicial,2021,Q1,2021-01,2021-01-27,C. Ticona,Panel de expertos,5.3,35.54,3.74,33.6,22.0,8.6,8.06,4,40.51,9.34,0.846,36.0,75.4,6,6,19231.3,1343.0,0,120,25.12,2,10,0.829,4,71.1,0.551,14.6,2,380644.13,7,En revision,P. Huaman,,,,USD
